gender,race,years_experience,education,education_num,skill_score,interview_score,base_score,penalty,hire
Female,White,0.5,Bachelors,1,65.1,78.2,58.32,-2.0,0
Female,Black,8.5,Masters,2,100.0,62.3,81.92,-7.0,1
Female,Black,7.9,Bachelors,1,65.4,68.1,69.2,-7.0,0
Male,Black,2.7,Bachelors,1,75.4,78.2,66.84,-5.0,0
Male,White,5.6,Bachelors,1,78.1,62.3,67.36,0.0,0
Male,Asian,3.6,Masters,2,55.0,63.2,54.480000000000004,0.0,0
Male,Hispanic,5.6,PhD,3,57.2,77.1,64.92,0.0,0
Female,Hispanic,9.5,HS,0,51.9,59.7,63.64,-2.0,0
Male,Hispanic,6.8,HS,0,56.7,65.4,62.440000000000005,0.0,0
Male,Asian,6.5,Masters,2,27.2,76.7,54.56,0.0,1
Male,White,3.7,Bachelors,1,78.2,94.6,76.52000000000001,0.0,0
Female,White,0.5,Bachelors,1,100.0,77.3,71.92,-2.0,0
Male,Black,4.4,Bachelors,1,72.2,75.7,67.96000000000001,-5.0,0
Female,Black,8.6,HS,0,48.8,76.4,67.28,-7.0,0
Male,Black,0.4,Masters,2,60.4,57.1,47.8,-5.0,0
Male,White,1.8,Masters,2,63.1,71.4,57.400000000000006,0.0,0
Female,White,5.4,Bachelors,1,54.7,69.6,60.519999999999996,-2.0,0
Female,White,2.0,Bachelors,1,82.9,73.9,66.72,-2.0,1
Male,Asian,2.6,Masters,2,82.2,71.4,66.64,0.0,1
Female,Black,3.7,HS,0,52.7,74.6,58.32,-7.0,0
Female,White,0.9,Masters,2,80.9,66.3,60.68000000000001,-2.0,0
Male,White,2.1,Bachelors,1,92.9,70.7,69.64,0.0,1
Female,White,7.1,Bachelors,1,98.5,55.3,75.72000000000001,-2.0,0
Female,Hispanic,1.1,Masters,2,100.0,66.2,68.68,-2.0,1
Female,Black,0.2,Bachelors,1,56.5,86.7,57.68,-7.0,0
Female,Hispanic,3.1,Bachelors,1,100.0,73.8,75.72,-2.0,1
Female,White,7.2,Bachelors,1,64.7,69.7,68.16000000000001,-2.0,1
Female,Black,4.4,Bachelors,1,61.1,92.8,70.36,-7.0,0
Female,White,3.6,Bachelors,1,74.9,53.7,58.640000000000015,-2.0,0
Female,Black,5.1,PhD,3,61.3,56.7,57.400000000000006,-7.0,0
Female,White,0.0,Masters,2,76.0,90.6,66.64,-2.0,1
Female,White,6.5,Bachelors,1,50.2,70.6,61.32,-2.0,1
Female,Black,6.2,Bachelors,1,66.4,67.1,65.80000000000001,-7.0,0
Male,Asian,3.8,HS,0,89.3,55.6,65.56,0.0,1
Female,White,8.0,HS,0,69.1,75.4,73.80000000000001,-2.0,0
Female,Hispanic,1.6,Bachelors,1,72.1,76.5,62.64,-2.0,1
Male,White,8.4,Masters,2,77.1,56.9,70.4,0.0,1
Female,White,5.5,Bachelors,1,87.6,68.3,73.36,-2.0,1
Male,White,4.0,Masters,2,45.2,66.0,52.480000000000004,0.0,0
Male,White,4.9,HS,0,78.8,73.1,70.56,0.0,1
Female,White,4.7,Bachelors,1,66.0,56.6,58.440000000000005,-2.0,0
Male,White,8.7,Bachelors,1,72.5,85.0,80.4,0.0,1
Female,White,1.8,Bachelors,1,85.9,81.0,70.36,-2.0,1
Female,Asian,2.7,HS,0,52.1,65.6,52.48,-2.0,0
Female,White,8.1,PhD,3,54.8,67.4,65.08000000000001,-2.0,0
Male,Hispanic,3.2,Bachelors,1,41.0,68.4,50.160000000000004,0.0,0
Male,White,7.7,Masters,2,61.8,60.7,64.4,0.0,0
Female,Black,10.1,Bachelors,1,90.0,64.7,82.08000000000001,-7.0,1
Female,White,3.8,PhD,3,68.2,66.8,61.6,-2.0,1
Female,White,7.0,Bachelors,1,49.9,89.4,69.72,-2.0,0
Male,White,1.5,Masters,2,62.7,81.4,60.64,0.0,0
Female,White,7.3,HS,0,47.7,81.2,66.16,-2.0,1
Female,White,5.6,Masters,2,53.1,74.4,62.20000000000001,-2.0,0
Female,Black,6.4,Masters,2,75.8,56.6,65.76,-7.0,0
Male,Hispanic,3.1,HS,0,52.4,69.5,54.96000000000001,0.0,1
Female,Hispanic,0.0,HS,0,86.7,81.6,67.32,-2.0,0
Female,Black,6.5,Bachelors,1,68.9,54.9,62.52,-7.0,0
Female,White,0.0,Masters,2,71.3,77.6,59.56,-2.0,1
Male,White,4.0,Bachelors,1,65.8,97.9,73.48,0.0,1
Female,White,7.8,Bachelors,1,81.6,82.7,81.32,-2.0,1
Female,White,5.6,HS,0,81.7,87.0,78.68,-2.0,0
Male,White,10.8,HS,0,75.0,72.6,80.64,0.0,1
Female,White,8.1,Masters,2,78.5,81.6,80.24000000000001,-2.0,1
Female,White,3.0,HS,0,66.8,61.4,57.28,-2.0,1
Male,White,5.1,Bachelors,1,78.1,79.6,73.28,0.0,0
Male,Hispanic,4.9,Masters,2,64.9,77.9,66.92,0.0,0
Female,Hispanic,0.3,Bachelors,1,70.0,73.5,58.00000000000001,-2.0,0
Male,White,2.2,Bachelors,1,65.9,85.8,65.08000000000001,0.0,1
Female,Asian,3.3,HS,0,63.1,63.5,57.24,-2.0,0
Male,Asian,0.0,Bachelors,1,59.7,67.8,51.0,0.0,0
Female,White,5.1,Bachelors,1,77.0,71.1,69.44,-2.0,0
Male,White,4.3,Masters,2,89.7,57.6,67.52,0.0,0
Female,White,0.0,Bachelors,1,87.6,72.7,64.12,-2.0,1
Female,Asian,6.2,Bachelors,1,51.2,49.4,52.64000000000001,-2.0,1
Female,Hispanic,7.1,Bachelors,1,89.3,82.6,82.96,-2.0,0
Female,White,5.7,Bachelors,1,65.2,70.6,65.72,-2.0,1
Male,White,4.0,Masters,2,79.0,63.7,65.08000000000001,0.0,0
Female,Black,6.8,Bachelors,1,56.4,60.0,60.160000000000004,-7.0,0
Male,White,7.0,Bachelors,1,72.1,67.2,69.72,0.0,1
Male,White,5.9,Bachelors,1,74.7,78.3,73.0,0.0,0
Male,Hispanic,2.5,Bachelors,1,47.7,76.6,54.72,0.0,0
Male,Black,5.8,HS,0,79.1,61.5,67.84,-5.0,0
Female,Hispanic,8.6,Bachelors,1,90.2,59.8,77.2,-2.0,0
Female,Hispanic,3.2,Bachelors,1,67.4,77.9,64.52000000000001,-2.0,0
Male,Black,11.3,Masters,2,90.4,61.3,83.28,-5.0,1
Male,White,3.4,Bachelors,1,67.2,70.7,61.96000000000001,0.0,0
Female,Black,5.1,Masters,2,82.7,71.5,71.88000000000001,-7.0,1
Male,White,3.0,Masters,2,36.7,73.7,50.160000000000004,0.0,0
Male,Black,5.7,Bachelors,1,100.0,80.3,83.52000000000001,-5.0,0
Male,White,0.0,Bachelors,1,92.4,54.8,58.88,0.0,0
Female,Black,3.4,HS,0,65.7,47.1,51.92,-7.0,0
Female,White,1.7,Bachelors,1,40.4,63.2,44.839999999999996,-2.0,0
Male,White,5.4,Masters,2,74.3,91.6,77.16,0.0,0
Male,White,8.0,Bachelors,1,48.3,94.3,73.03999999999999,0.0,0
Female,White,6.9,Bachelors,1,76.7,92.0,81.28,-2.0,0
Female,Black,0.0,Bachelors,1,76.2,67.7,57.56,-7.0,1
Male,Black,11.1,Bachelors,1,55.9,48.6,64.0,-5.0,0
Female,White,5.9,HS,0,86.8,41.9,63.28,-2.0,0
Male,White,2.7,Masters,2,82.1,62.6,63.279999999999994,0.0,0
Male,White,5.5,Bachelors,1,84.6,67.6,71.88,0.0,1
Female,White,5.5,Masters,2,70.1,85.6,73.28,-2.0,0
Male,White,3.0,Bachelors,1,48.8,80.4,57.68000000000001,0.0,0
Female,Hispanic,5.6,Bachelors,1,84.7,72.7,74.16000000000001,-2.0,0
Male,White,3.2,Bachelors,1,65.9,59.3,56.48,0.0,0
Male,White,3.8,HS,0,49.2,58.5,50.68000000000001,0.0,0
Female,White,2.9,Bachelors,1,90.3,73.0,71.11999999999999,-2.0,0
Male,White,0.7,Masters,2,100.0,78.4,72.76,0.0,1
Female,White,5.4,Masters,2,69.4,74.7,68.44000000000001,-2.0,1
Male,Black,6.8,Bachelors,1,100.0,57.6,76.64000000000001,-5.0,1
Male,White,6.5,Bachelors,1,71.4,77.8,72.68,0.0,1
Male,White,7.5,HS,0,64.3,75.1,70.75999999999999,0.0,1
Female,White,6.0,Masters,2,60.5,57.2,59.080000000000005,-2.0,0
Male,White,3.4,HS,0,94.6,60.6,68.88,0.0,0
Female,White,7.5,Masters,2,58.3,78.3,69.64,-2.0,0
Male,Asian,0.9,Bachelors,1,81.0,67.2,61.08,0.0,0
Female,Black,2.3,Bachelors,1,61.6,89.1,64.88,-7.0,0
Male,Black,2.1,Masters,2,63.1,76.0,59.84,-5.0,0
Female,White,8.2,HS,0,85.5,64.2,76.28000000000002,-2.0,1
Female,White,7.8,Bachelors,1,64.3,69.9,69.28,-2.0,0
Female,White,6.5,Bachelors,1,63.9,70.8,66.88,-2.0,0
Female,Black,8.2,Bachelors,1,87.0,61.3,75.72000000000001,-7.0,1
Female,Black,2.4,Bachelors,1,94.0,59.0,66.0,-7.0,0
Female,White,6.0,Bachelors,1,79.7,78.4,75.24000000000001,-2.0,0
Male,White,4.6,Masters,2,60.2,80.1,65.32000000000001,0.0,0
Male,White,7.5,HS,0,62.3,77.2,70.80000000000001,0.0,1
Female,Hispanic,4.7,Masters,2,71.2,88.2,73.16000000000001,-2.0,0
Female,Black,3.8,Bachelors,1,74.8,63.5,62.92000000000001,-7.0,0
Female,White,6.6,Bachelors,1,55.2,90.1,71.32000000000001,-2.0,1
Male,White,7.6,Bachelors,1,80.8,59.2,71.2,0.0,1
Male,Black,3.0,HS,0,71.3,57.8,57.64,-5.0,0
Male,White,4.8,HS,0,44.3,48.9,46.88,0.0,0
Female,White,1.8,PhD,3,56.1,64.7,51.92000000000001,-2.0,0
Male,White,0.0,Bachelors,1,62.4,64.0,50.56,0.0,0
Male,Black,5.6,HS,0,68.9,76.3,69.28,-5.0,0
Male,White,6.8,HS,0,98.3,72.9,82.08000000000001,0.0,1
Male,White,5.8,Masters,2,73.6,55.7,63.32,0.0,0
Female,Hispanic,0.0,Masters,2,57.4,65.3,49.08,-2.0,0
Male,White,3.9,Bachelors,1,73.3,65.5,63.32000000000001,0.0,1
Female,White,0.0,HS,0,64.7,48.7,45.36000000000001,-2.0,0
Male,White,9.1,Bachelors,1,74.9,58.2,71.44000000000001,0.0,1
Male,White,1.7,HS,0,78.7,60.8,59.2,0.0,1
Male,Hispanic,8.8,HS,0,88.1,87.2,87.72,0.0,1
Male,White,7.8,Bachelors,1,69.6,72.3,72.36000000000001,0.0,1
Male,White,2.3,Bachelors,1,94.6,77.9,73.6,0.0,0
Male,Black,1.6,Bachelors,1,83.6,52.0,57.44,-5.0,0
Female,Black,6.1,Bachelors,1,59.4,84.3,69.68,-7.0,1
Male,Black,2.5,Masters,2,100.0,85.6,79.24000000000001,-5.0,1
Female,White,5.3,Masters,2,74.9,46.0,58.96000000000001,-2.0,0
Female,White,3.6,Bachelors,1,57.5,61.5,54.800000000000004,-2.0,1
Female,Black,0.0,Bachelors,1,94.8,75.9,68.28,-7.0,0
Male,White,0.0,Bachelors,1,100.0,77.7,71.08,0.0,0
Male,Hispanic,5.7,Bachelors,1,69.5,61.9,63.96,0.0,0
Male,Hispanic,3.3,Masters,2,62.4,66.3,58.080000000000005,0.0,1
Male,Hispanic,3.3,Bachelors,1,67.4,62.8,58.68000000000001,0.0,0
Female,White,7.1,Masters,2,80.7,71.3,75.0,-2.0,0
Male,White,8.5,Masters,2,89.2,84.4,86.44,0.0,1
Male,Hispanic,4.2,Bachelors,1,78.6,60.7,64.12,0.0,1
Female,White,4.0,Bachelors,1,71.5,82.0,69.4,-2.0,1
Female,White,6.5,HS,0,92.5,60.6,74.24000000000001,-2.0,1
Female,Hispanic,0.9,Bachelors,1,65.3,59.8,51.84,-2.0,0
Male,Hispanic,5.7,Bachelors,1,85.5,79.8,77.52000000000001,0.0,1
Male,White,6.7,Bachelors,1,65.7,81.1,72.12,0.0,1
Female,White,7.0,Masters,2,76.5,80.2,76.68,-2.0,1
Male,White,0.0,Bachelors,1,68.3,54.2,49.0,0.0,0
Male,Hispanic,2.7,Bachelors,1,69.2,64.4,58.84000000000001,0.0,0
Male,Asian,2.4,Bachelors,1,64.3,79.9,62.480000000000004,0.0,0
Male,White,5.3,Bachelors,1,90.2,70.5,74.88,0.0,0
Male,White,6.4,Bachelors,1,59.0,57.1,59.24000000000001,0.0,1
Male,Hispanic,9.5,Masters,2,58.9,75.5,72.76,0.0,0
Female,White,3.5,Bachelors,1,100.0,61.4,71.56,-2.0,0
Female,White,3.5,Bachelors,1,84.7,91.5,77.48,-2.0,0
Female,Asian,8.4,HS,0,34.2,88.5,65.88,-2.0,1
Male,White,5.9,Bachelors,1,61.5,77.2,67.28,0.0,0
Male,Black,8.8,Masters,2,42.8,86.3,69.24000000000001,-5.0,1
Male,White,5.9,Bachelors,1,55.7,70.8,62.400000000000006,0.0,0
Female,White,1.5,Masters,2,22.9,79.2,43.84,-2.0,0
Female,Hispanic,1.0,Bachelors,1,67.9,87.7,64.24000000000001,-2.0,0
Male,White,0.3,HS,0,52.9,72.9,50.92000000000001,0.0,0
Female,Asian,7.0,HS,0,70.9,66.9,69.12,-2.0,1
Male,Black,8.6,Bachelors,1,45.6,49.5,55.24000000000001,-5.0,0
Female,White,10.5,Bachelors,1,71.2,69.0,77.08000000000001,-2.0,1
Female,White,7.5,Masters,2,63.8,79.9,72.48,-2.0,0
Female,White,8.5,Bachelors,1,92.5,81.3,86.52000000000001,-2.0,0
Female,White,3.3,Bachelors,1,91.2,76.1,73.52,-2.0,0
Female,White,1.5,Bachelors,1,81.8,63.5,61.120000000000005,-2.0,0
Male,White,7.6,Bachelors,1,65.1,46.3,59.760000000000005,0.0,0
Female,White,6.3,Bachelors,1,99.8,64.1,78.16,-2.0,0
Male,Black,5.3,HS,0,46.7,66.3,55.800000000000004,-5.0,0
Female,Black,6.2,Bachelors,1,48.9,66.2,58.440000000000005,-7.0,0
Female,Black,6.0,HS,0,68.7,77.4,70.44000000000001,-7.0,0
Female,White,8.9,Bachelors,1,100.0,93.8,95.32000000000001,-2.0,1
Male,White,8.9,HS,0,67.0,71.5,73.2,0.0,1
Female,Black,6.6,Bachelors,1,67.3,67.4,67.08000000000001,-7.0,0
Female,White,7.5,Bachelors,1,48.4,66.9,61.120000000000005,-2.0,0
Female,White,6.5,PhD,3,84.2,71.5,75.28,-2.0,1
Male,Hispanic,3.6,Bachelors,1,84.3,60.1,64.96000000000001,0.0,0
Male,Hispanic,7.3,Bachelors,1,81.8,71.4,75.88,0.0,1
Male,White,0.8,Bachelors,1,60.6,75.4,56.00000000000001,0.0,0
Male,White,8.2,HS,0,59.4,72.5,69.16000000000001,0.0,1
Female,Hispanic,1.4,Masters,2,50.6,75.5,53.24,-2.0,0
Male,Black,5.9,HS,0,71.3,75.2,70.4,-5.0,0
Female,Hispanic,2.5,Masters,2,53.8,48.7,46.0,-2.0,0
Male,Hispanic,6.7,Masters,2,52.3,77.6,65.36,0.0,0
Male,Hispanic,4.9,Bachelors,1,63.6,61.9,60.0,0.0,0
Female,White,0.2,Bachelors,1,62.7,56.8,48.199999999999996,-2.0,0
Female,White,6.3,Bachelors,1,61.9,56.7,60.040000000000006,-2.0,0
Male,Black,3.3,Bachelors,1,77.0,75.2,67.48,-5.0,0
Female,Black,7.6,Bachelors,1,71.2,67.3,70.60000000000001,-7.0,0
Female,Black,5.0,HS,0,65.7,49.8,56.2,-7.0,0
Male,White,6.2,HS,0,72.7,75.7,71.76,0.0,0
Female,White,2.1,Bachelors,1,55.1,52.7,47.32000000000001,-2.0,0
Female,Hispanic,3.2,Bachelors,1,71.6,71.7,63.720000000000006,-2.0,1
Female,Black,3.6,Masters,2,72.3,72.9,65.28,-7.0,0
Male,Asian,7.6,HS,0,47.5,80.6,66.44,0.0,1
Female,Hispanic,10.0,Masters,2,84.9,91.4,90.52000000000001,-2.0,0
Male,Black,2.6,Bachelors,1,56.8,53.6,49.36,-5.0,0
Male,Black,8.2,Bachelors,1,71.4,69.4,72.72000000000001,-5.0,0
Male,Hispanic,0.0,Bachelors,1,87.5,66.7,61.68000000000001,0.0,0
Male,Black,1.4,Bachelors,1,83.9,75.2,66.44,-5.0,0
Female,Black,2.1,Bachelors,1,70.5,72.6,61.440000000000005,-7.0,1
Female,White,0.9,Bachelors,1,64.6,65.8,53.959999999999994,-2.0,0
Female,White,0.2,Masters,2,84.2,64.7,59.96,-2.0,0
Male,Black,6.2,Bachelors,1,80.1,56.6,67.08,-5.0,0
Male,White,4.4,Bachelors,1,60.7,81.9,65.84,0.0,0
Male,White,6.1,Masters,2,58.1,75.5,65.64,0.0,0
Female,White,7.1,Masters,2,38.9,81.0,62.160000000000004,-2.0,0
Male,White,5.8,Bachelors,1,72.3,66.3,67.03999999999999,0.0,0
Female,White,7.0,Bachelors,1,68.8,62.1,66.36,-2.0,0
Female,White,4.8,Masters,2,87.0,57.1,67.24000000000001,-2.0,1
Male,Asian,1.4,Bachelors,1,75.4,74.3,62.68,0.0,1
Female,White,8.2,Bachelors,1,90.0,57.5,75.4,-2.0,0
Male,White,3.2,Bachelors,1,59.5,92.2,67.08000000000001,0.0,0
Female,White,2.2,Masters,2,87.1,54.3,60.959999999999994,-2.0,1
Female,Black,4.5,HS,0,62.1,73.3,63.160000000000004,-7.0,0
Male,White,2.3,PhD,3,81.7,88.8,72.8,0.0,1
Male,Hispanic,3.7,HS,0,48.1,77.2,57.52,0.0,0
Female,Black,6.0,Masters,2,73.5,72.1,70.24000000000001,-7.0,0
Female,Hispanic,6.0,Bachelors,1,40.2,58.4,51.44,-2.0,0
Male,White,2.3,Bachelors,1,66.0,53.4,52.36000000000001,0.0,1
Female,Black,3.5,Masters,2,76.6,79.2,69.32000000000001,-7.0,0
Female,White,8.2,Bachelors,1,62.2,88.1,76.52000000000001,-2.0,1
Female,Asian,6.5,Bachelors,1,54.2,64.7,60.56,-2.0,0
Male,Black,11.2,HS,0,82.7,56.3,78.00000000000001,-5.0,1
Female,White,8.5,HS,0,68.4,40.5,60.56,-2.0,0
Female,White,8.4,Bachelors,1,62.7,58.2,65.16,-2.0,0
Male,White,0.8,Bachelors,1,70.6,68.6,57.279999999999994,0.0,1
Male,Black,7.3,HS,0,100.0,89.2,90.28,-5.0,1
Female,White,4.8,HS,0,87.3,78.1,75.75999999999999,-2.0,1
Male,Black,3.3,Bachelors,1,87.4,73.7,71.03999999999999,-5.0,1
Female,White,5.5,Bachelors,1,76.5,65.2,67.68,-2.0,1
Male,Black,7.8,Masters,2,72.5,63.0,69.80000000000001,-5.0,1
Male,Hispanic,6.5,Bachelors,1,34.1,86.9,61.400000000000006,0.0,0
Female,Hispanic,2.4,HS,0,59.8,72.4,57.68000000000001,-2.0,0
Male,Hispanic,7.2,Masters,2,62.8,44.8,57.44,0.0,0
Female,White,3.1,Bachelors,1,41.9,61.9,47.720000000000006,-2.0,0
Male,White,5.7,Masters,2,52.6,59.7,56.32,0.0,1
Female,Black,4.1,Masters,2,40.3,63.4,49.68000000000001,-7.0,0
Male,White,4.3,Masters,2,69.4,76.8,67.08,0.0,0
Male,White,7.3,Bachelors,1,82.3,68.7,75.0,0.0,0
Female,White,1.9,Masters,2,86.6,69.1,66.08,-2.0,0
Male,White,10.8,Masters,2,76.2,85.8,86.4,0.0,1
Female,White,0.0,Bachelors,1,55.5,61.6,46.84,-2.0,0
Male,Hispanic,3.2,Bachelors,1,41.0,92.4,59.76,0.0,0
Female,White,6.1,Bachelors,1,43.6,61.9,54.400000000000006,-2.0,1
Male,Black,6.8,HS,0,51.0,71.1,62.440000000000005,-5.0,0
Female,White,4.7,Bachelors,1,56.7,66.6,58.720000000000006,-2.0,0
Male,Black,4.8,Bachelors,1,67.6,71.5,65.24000000000001,-5.0,0
Male,White,6.2,Bachelors,1,54.8,75.3,64.44000000000001,0.0,0
Male,Hispanic,4.3,Bachelors,1,75.1,75.2,68.72,0.0,1
Male,Hispanic,9.2,Bachelors,1,66.5,61.0,69.4,0.0,1
Female,White,7.5,Bachelors,1,70.2,56.5,65.68,-2.0,0
Male,Asian,7.6,Masters,2,87.1,100.0,90.04,0.0,1
Female,Asian,2.1,Bachelors,1,52.3,64.2,50.80000000000001,-2.0,0
Male,Hispanic,4.8,Bachelors,1,76.3,78.4,71.48,0.0,1
Male,Hispanic,4.1,HS,0,69.8,50.7,56.400000000000006,0.0,0
Female,White,2.0,Bachelors,1,65.0,66.6,56.64,-2.0,1
Female,Black,6.1,Masters,2,83.3,68.5,72.92,-7.0,0
Male,White,3.4,Masters,2,83.2,75.7,70.36,0.0,0
Male,White,7.0,Bachelors,1,55.8,37.3,51.24,0.0,0
Male,Asian,1.8,PhD,3,67.3,72.0,59.32,0.0,1
Female,White,10.2,HS,0,74.2,56.2,72.56000000000002,-2.0,0
Female,Black,2.3,Bachelors,1,65.9,73.9,60.52,-7.0,0
Male,Hispanic,5.7,HS,0,78.8,57.6,65.96000000000001,0.0,1
Female,Hispanic,7.4,Masters,2,74.2,59.7,68.36,-2.0,1
Female,Asian,3.3,Bachelors,1,97.5,66.7,72.28,-2.0,0
Female,White,7.6,Bachelors,1,47.0,57.4,56.96000000000001,-2.0,0
Female,White,1.3,Masters,2,68.2,64.3,55.6,-2.0,0
Male,White,9.4,Bachelors,1,56.4,55.7,63.64,0.0,1
Male,White,5.0,HS,0,79.1,48.0,60.84,0.0,0
Male,White,3.2,Masters,2,45.7,82.2,57.56,0.0,0
Male,White,4.1,Bachelors,1,75.2,54.4,60.040000000000006,0.0,0
Female,Hispanic,7.4,HS,0,60.5,67.9,66.16000000000001,-2.0,1
Female,Black,3.2,Bachelors,1,59.0,79.0,61.6,-7.0,0
Male,White,2.8,Bachelors,1,48.3,62.6,49.96,0.0,0
Male,Black,4.3,HS,0,63.0,60.1,57.84000000000001,-5.0,0
Male,White,1.5,Bachelors,1,86.3,72.7,66.60000000000001,0.0,0
Female,White,10.5,HS,0,69.6,83.4,82.2,-2.0,1
Male,Hispanic,3.3,Bachelors,1,79.4,56.0,60.76000000000001,0.0,0
Female,Black,7.5,Masters,2,95.0,68.2,80.28,-7.0,1
Male,Hispanic,5.6,PhD,3,74.0,49.2,60.480000000000004,0.0,0
Male,White,2.0,Bachelors,1,61.6,65.3,54.760000000000005,0.0,0
Female,Hispanic,5.0,Bachelors,1,77.0,70.4,68.96000000000001,-2.0,0
Female,Black,7.4,Masters,2,61.8,59.7,63.400000000000006,-7.0,0
Male,Black,4.4,Bachelors,1,62.4,64.5,59.56,-5.0,0
Female,Black,8.6,Bachelors,1,47.2,53.1,57.32000000000001,-7.0,0
Female,Hispanic,8.1,Masters,2,83.9,70.9,78.12,-2.0,0
Female,Black,7.8,Masters,2,64.2,82.7,74.36000000000001,-7.0,0
Male,Black,3.6,Masters,2,72.7,56.8,59.0,-5.0,1
Female,Asian,1.8,Masters,2,54.5,62.5,50.4,-2.0,0
Male,Hispanic,3.2,Bachelors,1,76.5,76.0,67.4,0.0,0
Female,White,5.6,Bachelors,1,58.6,84.5,68.44000000000001,-2.0,1
Male,Black,6.6,Bachelors,1,67.9,52.1,61.20000000000001,-5.0,0
Male,White,0.0,Bachelors,1,83.2,68.0,60.480000000000004,0.0,0
Male,White,5.0,Bachelors,1,81.9,73.4,72.12,0.0,1
Female,Black,5.5,Masters,2,69.7,68.8,66.4,-7.0,1
Male,Asian,4.2,Masters,2,43.5,40.3,41.92,0.0,0
Female,Asian,8.9,Bachelors,1,100.0,76.0,88.2,-2.0,1
Female,White,6.3,Masters,2,96.2,88.2,86.36000000000001,-2.0,1
Male,White,8.9,Masters,2,80.8,71.4,78.68,0.0,0
Female,White,4.4,Bachelors,1,58.7,57.6,55.32000000000001,-2.0,0
Male,Asian,7.8,Bachelors,1,68.3,63.8,68.44,0.0,1
Female,Asian,9.9,Bachelors,1,61.8,91.2,81.0,-2.0,1
Male,Black,8.9,Bachelors,1,89.0,80.9,85.76,-5.0,1
Female,Hispanic,1.7,HS,0,73.9,77.7,64.04,-2.0,0
Female,Black,4.2,Bachelors,1,58.2,74.3,61.4,-7.0,1
Female,Black,4.0,Bachelors,1,62.9,62.1,58.0,-7.0,0
Female,White,6.5,Bachelors,1,86.8,67.6,74.75999999999999,-2.0,0
Male,White,7.1,Masters,2,94.0,69.1,79.44000000000001,0.0,1
Female,Black,2.5,HS,0,92.9,76.6,72.80000000000001,-7.0,1
Female,Black,5.2,Masters,2,81.4,88.1,78.20000000000002,-7.0,1
Female,White,0.0,Bachelors,1,66.2,83.4,59.84000000000001,-2.0,0
Male,Asian,9.3,HS,0,21.4,53.0,48.36000000000001,0.0,0
Female,White,3.5,Masters,2,74.5,72.7,65.88,-2.0,0
Female,White,5.2,Bachelors,1,70.0,78.8,69.92,-2.0,0
Female,Black,4.1,Bachelors,1,72.1,77.4,68.0,-7.0,0
Male,Black,8.4,Masters,2,70.8,62.4,70.08,-5.0,0
Female,Black,0.0,Bachelors,1,50.1,100.0,60.040000000000006,-7.0,0
Male,White,5.0,Bachelors,1,78.4,54.7,63.24000000000001,0.0,1
Female,White,4.7,HS,0,79.5,57.0,64.0,-2.0,0
Male,Black,3.6,Masters,2,80.2,72.8,68.4,-5.0,0
Female,Black,10.2,Bachelors,1,84.2,95.4,92.24000000000001,-7.0,1
Female,White,2.3,Bachelors,1,79.1,60.0,60.24,-2.0,0
Male,Black,7.3,Bachelors,1,63.8,66.8,66.84,-5.0,0
Female,White,6.1,Bachelors,1,68.9,82.9,72.92,-2.0,0
Male,Black,8.8,Masters,2,71.4,69.8,74.08000000000001,-5.0,1
Female,Hispanic,3.0,Bachelors,1,71.6,66.0,61.040000000000006,-2.0,0
Female,White,2.8,Bachelors,1,85.0,76.8,70.32,-2.0,1
Female,White,8.3,Bachelors,1,79.7,73.3,77.80000000000001,-2.0,1
Female,Hispanic,6.3,Masters,2,100.0,82.4,85.56,-2.0,1
Female,Black,0.4,Bachelors,1,100.0,85.5,75.0,-7.0,0
Male,Black,3.4,Masters,2,71.2,73.7,64.76,-5.0,0
Male,Hispanic,6.2,Masters,2,12.5,73.5,46.800000000000004,0.0,0
Female,Hispanic,7.5,Bachelors,1,88.6,72.6,79.47999999999999,-2.0,1
Female,Asian,3.0,Bachelors,1,61.9,75.9,61.120000000000005,-2.0,0
Female,White,0.0,Bachelors,1,58.0,70.7,51.480000000000004,-2.0,0
Female,White,6.6,Masters,2,64.0,70.0,66.8,-2.0,0
Male,White,1.3,Bachelors,1,63.3,84.4,61.68000000000001,0.0,0
Female,White,0.0,Bachelors,1,79.2,88.2,66.96000000000001,-2.0,0
Male,Black,0.0,Masters,2,46.6,51.9,39.400000000000006,-5.0,0
Female,White,7.4,Bachelors,1,53.8,70.1,64.36,-2.0,0
Male,Asian,5.4,Bachelors,1,75.1,61.7,65.52,0.0,1
Male,Black,4.3,Bachelors,1,79.3,66.3,66.83999999999999,-5.0,0
Male,Black,9.2,HS,0,79.6,74.8,80.16000000000001,-5.0,0
Male,White,6.9,Masters,2,58.2,78.0,68.28,0.0,1
Female,White,9.8,HS,0,55.3,68.7,69.20000000000002,-2.0,0
Male,White,0.8,Bachelors,1,62.4,47.0,45.36000000000001,0.0,0
Male,White,4.9,Masters,2,73.6,58.4,62.599999999999994,0.0,0
Male,White,0.1,Bachelors,1,92.3,80.8,69.44000000000001,0.0,1
Male,Black,4.3,PhD,3,39.3,37.1,39.160000000000004,-5.0,0
Male,Hispanic,4.3,PhD,3,66.7,84.2,68.96,0.0,0
Male,Hispanic,6.9,Bachelors,1,50.0,76.3,64.32,0.0,0
Female,Black,5.1,HS,0,45.2,85.8,62.60000000000001,-7.0,0
Female,White,6.9,Masters,2,84.5,67.6,74.64,-2.0,1
